what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.wordNext",1385283595726
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1385283595953
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1385283596351
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1385283596658
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.wordNext",1385283597115
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1385283598168
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1385283600267
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1385283600957
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1385283602279
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1385283603494
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1385283608327
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.textStart",1385283609387
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1385283617604
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1385283618857
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1385283627189
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1385283629173
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1385283630302
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1385283639921
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineStart",1385283643112
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1385283653992
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1385283657637
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.wordNext",1385283662180
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1385283664155
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1385283675488
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1385283675951
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1385283747569
