what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1385331059717
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1385331061400
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1385331064002
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1385331064588
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1385331066759
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1385331077279
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1385331094984
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1385331101987
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1385331109742
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1385331126007
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1385331135166
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1385331137182
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1385331138198
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1385331141542
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1385331142866
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1385331143849
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1385331146488
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1385331148088
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1385331149305
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1385331150472
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1385331151828
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1385331171690
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1385331172672
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1385331172896
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1385331173399
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1385331173947
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1385331174827
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1385331181869
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1385331187694
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1385331190529
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1385331192244
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.wordNext",1385331200114
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.wordNext",1385331200295
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.wordNext",1385331200470
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1385331201049
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1385331201687
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1385331203224
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1385331224167
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1385331246592
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1385331247696
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1385331255952
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1385331256574
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1385331256902
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1385331257486
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1385331257807
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1385331259063
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1385331259423
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1385331264815
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1385331265189
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1385331268520
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1385331269386
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1385331272918
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1385331273476
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1385331273876
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1385331277079
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1385331284646
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1385331286179
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1385331290422
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1385331294299
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1385331591948
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1385331596003
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1385331607022
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1385331652791
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1385331658526
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1385331663214
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1385331781147
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1385331786755
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1385331803106
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1385331815479
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1385331816342
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1385331817677
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1385331818332
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1385331820220
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1385331829576
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineStart",1385331831424
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineStart",1385331831637
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1385331832167
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1385331832756
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1385331837801
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1385331841548
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1385331843867
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1385331845134
